memory_address,data_category,phase,fc,size_in_bytes,data_type,divide_by
1088,#25,total,4,4,UINT32,1
1090,#25,total,4,2,INT16,100
1091,#25,total,4,2,,
1092,#25,total,4,2,UINT16,100
1093,#25,total,4,2,UINT16,100
1094,#25,total,4,4,UINT16,100
1096,#25,1,4,4,UINT32,100
1098,#25,1,4,4,INT32,1
1100,#25,1,4,2,UINT16,100
1101,#25,1,4,2,INT16,100
1102,#25,1,4,2,UINT16,100
1103,#25,1,4,2,UINT16,1
1104,#25,2,4,4,UINT32,100
1106,#25,2,4,4,INT32,1
1108,#25,2,4,2,UINT16,100
1109,#25,2,4,2,INT16,100
1110,#25,2,4,2,UINT16,100
1111,#25,2,4,2,UINT16,1
1112,#25,3,4,4,UINT32,100
1114,#25,3,4,4,INT32,1
1116,#25,3,4,2,UINT16,100
1117,#25,3,4,2,INT16,100
1118,#25,3,4,2,UINT16,100
1119,#25,3,4,2,UINT16,1
1120,#26,total,4,2,UINT16,1
1121,#26,total,4,2,UINT16,
1122,#26,total,4,4,UINT32,100
1124,#26,total,4,4,INT32,1
1126,#26,total,4,4,INT32,1
1128,#26,total,4,4,UINT32,1
1130,#26,total,4,2,INT16,100
1131,#26,total,4,2,,
1132,#26,total,4,2,UINT16,100
1133,#26,total,4,2,UINT16,100
1134,#26,total,4,4,UINT16,100
1136,#26,1,4,4,UINT32,100
1138,#26,1,4,4,INT32,1
1140,#26,1,4,2,UINT16,100
1141,#26,1,4,2,INT16,100
1142,#26,1,4,2,UINT16,100
1143,#26,1,4,2,UINT16,1
1144,#26,2,4,4,UINT32,100
1146,#26,2,4,4,INT32,1
1148,#26,2,4,2,UINT16,100
1149,#26,2,4,2,INT16,100
1150,#26,2,4,2,UINT16,100
1151,#26,2,4,2,UINT16,1
1152,#26,3,4,4,UINT32,100
1154,#26,3,4,4,INT32,1
1156,#26,3,4,2,UINT16,100
1157,#26,3,4,2,INT16,100
1158,#26,3,4,2,UINT16,100
1159,#26,3,4,2,UINT16,1
1160,#27,total,4,2,UINT16,1
1161,#27,total,4,2,UINT16,
1162,#27,total,4,4,UINT32,100
1164,#27,total,4,4,INT32,1
1166,#27,total,4,4,INT32,1
1168,#27,total,4,4,UINT32,1
1170,#27,total,4,2,INT16,100
1171,#27,total,4,2,,
1172,#27,total,4,2,UINT16,100
1173,#27,total,4,2,UINT16,100
1174,#27,total,4,4,UINT16,100
1176,#27,1,4,4,UINT32,100
1178,#27,1,4,4,INT32,1
1180,#27,1,4,2,UINT16,100
1181,#27,1,4,2,INT16,100
1182,#27,1,4,2,UINT16,100
1183,#27,1,4,2,UINT16,1
1184,#27,2,4,4,UINT32,100
1186,#27,2,4,4,INT32,1
1188,#27,2,4,2,UINT16,100
1189,#27,2,4,2,INT16,100
1190,#27,2,4,2,UINT16,100
1191,#27,2,4,2,UINT16,1
1192,#27,3,4,4,UINT32,100
1194,#27,3,4,4,INT32,1
1196,#27,3,4,2,UINT16,100
1197,#27,3,4,2,INT16,100
1198,#27,3,4,2,UINT16,100
1199,#27,3,4,2,UINT16,1
1200,#28,total,4,2,UINT16,1
1201,#28,total,4,2,UINT16,
1202,#28,total,4,4,UINT32,100
1204,#28,total,4,4,INT32,1
1206,#28,total,4,4,INT32,1
1208,#28,total,4,4,UINT32,1
1210,#28,total,4,2,INT16,100
1211,#28,total,4,2,,
1212,#28,total,4,2,UINT16,100
1213,#28,total,4,2,UINT16,100
1214,#28,total,4,4,UINT16,100
1216,#28,1,4,4,UINT32,100
1218,#28,1,4,4,INT32,1
1220,#28,1,4,2,UINT16,100
1221,#28,1,4,2,INT16,100
1222,#28,1,4,2,UINT16,100
1223,#28,1,4,2,UINT16,1
1224,#28,2,4,4,UINT32,100
1226,#28,2,4,4,INT32,1
1228,#28,2,4,2,UINT16,100
1229,#28,2,4,2,INT16,100
1230,#28,2,4,2,UINT16,100
1231,#28,2,4,2,UINT16,1
1232,#28,3,4,4,UINT32,100
1234,#28,3,4,4,INT32,1
1236,#28,3,4,2,UINT16,100
1237,#28,3,4,2,INT16,100
1238,#28,3,4,2,UINT16,100
1239,#28,3,4,2,UINT16,1
1240,#29,total,4,2,UINT16,1
1241,#29,total,4,2,UINT16,
1242,#29,total,4,4,UINT32,100
1244,#29,total,4,4,INT32,1
1246,#29,total,4,4,INT32,1
1248,#29,total,4,4,UINT32,1
1250,#29,total,4,2,INT16,100
1251,#29,total,4,2,,
1252,#29,total,4,2,UINT16,100
1253,#29,total,4,2,UINT16,100
1254,#29,total,4,4,UINT16,100
1256,#29,1,4,4,UINT32,100
1258,#29,1,4,4,INT32,1
1260,#29,1,4,2,UINT16,100
1261,#29,1,4,2,INT16,100
1262,#29,1,4,2,UINT16,100
1263,#29,1,4,2,UINT16,1
1264,#29,2,4,4,UINT32,100
1266,#29,2,4,4,INT32,1
1268,#29,2,4,2,UINT16,100
1269,#29,2,4,2,INT16,100
1270,#29,2,4,2,UINT16,100
1271,#29,2,4,2,UINT16,1
1272,#29,3,4,4,UINT32,100
1274,#29,3,4,4,INT32,1
1276,#29,3,4,2,UINT16,100
1277,#29,3,4,2,INT16,100
1278,#29,3,4,2,UINT16,100
1279,#29,3,4,2,UINT16,1
1280,#30,total,4,2,UINT16,1
1281,#30,total,4,2,UINT16,
1282,#30,total,4,4,UINT32,100
1284,#30,total,4,4,INT32,1
1286,#30,total,4,4,INT32,1
1288,#30,total,4,4,UINT32,1
1290,#30,total,4,2,INT16,100
1291,#30,total,4,2,,
1292,#30,total,4,2,UINT16,100
1293,#30,total,4,2,UINT16,100
1294,#30,total,4,4,UINT16,100
1296,#30,1,4,4,UINT32,100
1298,#30,1,4,4,INT32,1
1300,#30,1,4,2,UINT16,100
1301,#30,1,4,2,INT16,100
1302,#30,1,4,2,UINT16,100
1303,#30,1,4,2,UINT16,1
1304,#30,2,4,4,UINT32,100
1306,#30,2,4,4,INT32,1
1308,#30,2,4,2,UINT16,100
1309,#30,2,4,2,INT16,100
1310,#30,2,4,2,UINT16,100
1311,#30,2,4,2,UINT16,1
1312,#30,3,4,4,UINT32,100
1314,#30,3,4,4,INT32,1
1316,#30,3,4,2,UINT16,100
1317,#30,3,4,2,INT16,100
1318,#30,3,4,2,UINT16,100
1319,#30,3,4,2,UINT16,1
1320,#31,total,4,2,UINT16,1
1321,#31,total,4,2,UINT16,
1322,#31,total,4,4,UINT32,100
1324,#31,total,4,4,INT32,1
1326,#31,total,4,4,INT32,1
1328,#31,total,4,4,UINT32,1
1330,#31,total,4,2,INT16,100
1331,#31,total,4,2,,
1332,#31,total,4,2,UINT16,100
1333,#31,total,4,2,UINT16,100
1334,#31,total,4,4,UINT16,100
1336,#31,1,4,4,UINT32,100
1338,#31,1,4,4,INT32,1
1340,#31,1,4,2,UINT16,100
1341,#31,1,4,2,INT16,100
1342,#31,1,4,2,UINT16,100
1343,#31,1,4,2,UINT16,1
1344,#31,2,4,4,UINT32,100
1346,#31,2,4,4,INT32,1
1348,#31,2,4,2,UINT16,100
1349,#31,2,4,2,INT16,100
1350,#31,2,4,2,UINT16,100
1351,#31,2,4,2,UINT16,1
1352,#31,3,4,4,UINT32,100
1354,#31,3,4,4,INT32,1
1356,#31,3,4,2,UINT16,100
1357,#31,3,4,2,INT16,100
1358,#31,3,4,2,UINT16,100
1359,#31,3,4,2,UINT16,1
1360,#32,total,4,2,UINT16,1
1361,#32,total,4,2,UINT16,
1362,#32,total,4,4,UINT32,100
1364,#32,total,4,4,INT32,1
1366,#32,total,4,4,INT32,1
1368,#32,total,4,4,UINT32,1
1370,#32,total,4,2,INT16,100
1371,#32,total,4,2,,
1372,#32,total,4,2,UINT16,100
1373,#32,total,4,2,UINT16,100
1374,#32,total,4,4,UINT16,100
1376,#32,1,4,4,UINT32,100
1378,#32,1,4,4,INT32,1
1380,#32,1,4,2,UINT16,100
1381,#32,1,4,2,INT16,100
1382,#32,1,4,2,UINT16,100
1383,#32,1,4,2,UINT16,1
1384,#32,2,4,4,UINT32,100
1386,#32,2,4,4,INT32,1
1388,#32,2,4,2,UINT16,100
1389,#32,2,4,2,INT16,100
1390,#32,2,4,2,UINT16,100
1391,#32,2,4,2,UINT16,1
1392,#32,3,4,4,UINT32,100
1394,#32,3,4,4,INT32,1
1396,#32,3,4,2,UINT16,100
1397,#32,3,4,2,INT16,100
1398,#32,3,4,2,UINT16,100
1399,#32,3,4,2,UINT16,1
1400,#33,total,4,2,UINT16,1
1401,#33,total,4,2,UINT16,
1402,#33,total,4,4,UINT32,100
1404,#33,total,4,4,INT32,1
1406,#33,total,4,4,INT32,1
1408,#33,total,4,4,UINT32,1
1410,#33,total,4,2,INT16,100
1411,#33,total,4,2,,
1412,#33,total,4,2,UINT16,100
1413,#33,total,4,2,UINT16,100
1414,#33,total,4,4,UINT16,100
1416,#33,1,4,4,UINT32,100
1418,#33,1,4,4,INT32,1
1420,#33,1,4,2,UINT16,100
1421,#33,1,4,2,INT16,100
1422,#33,1,4,2,UINT16,100
1423,#33,1,4,2,UINT16,1
1424,#33,2,4,4,UINT32,100
1426,#33,2,4,4,INT32,1
1428,#33,2,4,2,UINT16,100
1429,#33,2,4,2,INT16,100
1430,#33,2,4,2,UINT16,100
1431,#33,2,4,2,UINT16,1
1432,#33,3,4,4,UINT32,100
1434,#33,3,4,4,INT32,1
1436,#33,3,4,2,UINT16,100
1437,#33,3,4,2,INT16,100
1438,#33,3,4,2,UINT16,100
1439,#33,3,4,2,UINT16,1
1440,#34,total,4,2,UINT16,1
1441,#34,total,4,2,UINT16,
1442,#34,total,4,4,UINT32,100
1444,#34,total,4,4,INT32,1
1446,#34,total,4,4,INT32,1
1448,#34,total,4,4,UINT32,1
1450,#34,total,4,2,INT16,100
1451,#34,total,4,2,,
1452,#34,total,4,2,UINT16,100
1453,#34,total,4,2,UINT16,100
1454,#34,total,4,4,UINT16,100
1456,#34,1,4,4,UINT32,100
1458,#34,1,4,4,INT32,1
1460,#34,1,4,2,UINT16,100
1461,#34,1,4,2,INT16,100
1462,#34,1,4,2,UINT16,100
1463,#34,1,4,2,UINT16,1
1464,#34,2,4,4,UINT32,100
1466,#34,2,4,4,INT32,1
1468,#34,2,4,2,UINT16,100
1469,#34,2,4,2,INT16,100
1470,#34,2,4,2,UINT16,100
1471,#34,2,4,2,UINT16,1
1472,#34,3,4,4,UINT32,100
1474,#34,3,4,4,INT32,1
1476,#34,3,4,2,UINT16,100
1477,#34,3,4,2,INT16,100
1478,#34,3,4,2,UINT16,100
1479,#34,3,4,2,UINT16,1
1480,#35,total,4,2,UINT16,1
1481,#35,total,4,2,UINT16,
1482,#35,total,4,4,UINT32,100
1484,#35,total,4,4,INT32,1
1486,#35,total,4,4,INT32,1
1488,#35,total,4,4,UINT32,1
1490,#35,total,4,2,INT16,100
1491,#35,total,4,2,,
1492,#35,total,4,2,UINT16,100
1493,#35,total,4,2,UINT16,100
1494,#35,total,4,4,UINT16,100
1496,#35,1,4,4,UINT32,100
1498,#35,1,4,4,INT32,1
1500,#35,1,4,2,UINT16,100
1501,#35,1,4,2,INT16,100
1502,#35,1,4,2,UINT16,100
1503,#35,1,4,2,UINT16,1
1504,#35,2,4,4,UINT32,100
1506,#35,2,4,4,INT32,1
1508,#35,2,4,2,UINT16,100
1509,#35,2,4,2,INT16,100
1510,#35,2,4,2,UINT16,100
1511,#35,2,4,2,UINT16,1
1512,#35,3,4,4,UINT32,100
1514,#35,3,4,4,INT32,1
1516,#35,3,4,2,UINT16,100
1517,#35,3,4,2,INT16,100
1518,#35,3,4,2,UINT16,100
1519,#35,3,4,2,UINT16,1
1520,#36,total,4,2,UINT16,1
1521,#36,total,4,2,UINT16,
1522,#36,total,4,4,UINT32,100
1524,#36,total,4,4,INT32,1
1526,#36,total,4,4,INT32,1
1528,#36,total,4,4,UINT32,1
1530,#36,total,4,2,INT16,100
1531,#36,total,4,2,,
1532,#36,total,4,2,UINT16,100
1533,#36,total,4,2,UINT16,100
1534,#36,total,4,4,UINT16,100
1536,#36,1,4,4,UINT32,100
1538,#36,1,4,4,INT32,1
1540,#36,1,4,2,UINT16,100
1541,#36,1,4,2,INT16,100
1542,#36,1,4,2,UINT16,100
1543,#36,1,4,2,UINT16,1
1544,#36,2,4,4,UINT32,100
1546,#36,2,4,4,INT32,1
1548,#36,2,4,2,UINT16,100
1549,#36,2,4,2,INT16,100
1550,#36,2,4,2,UINT16,100
1551,#36,2,4,2,UINT16,1
1552,#36,3,4,4,UINT32,100
1554,#36,3,4,4,INT32,1
1556,#36,3,4,2,UINT16,100
1557,#36,3,4,2,INT16,100
1558,#36,3,4,2,UINT16,100
1559,#36,3,4,2,UINT16,1
1560,#37,total,4,2,UINT16,1
1561,#37,total,4,2,UINT16,
1562,#37,total,4,4,UINT32,100
1564,#37,total,4,4,INT32,1
1566,#37,total,4,4,INT32,1
1568,#37,total,4,4,UINT32,1
1570,#37,total,4,2,INT16,100
1571,#37,total,4,2,,
1572,#37,total,4,2,UINT16,100
1573,#37,total,4,2,UINT16,100
1574,#37,total,4,4,UINT16,100
1576,#37,1,4,4,UINT32,100
1578,#37,1,4,4,INT32,1
1580,#37,1,4,2,UINT16,100
1581,#37,1,4,2,INT16,100
1582,#37,1,4,2,UINT16,100
1583,#37,1,4,2,UINT16,1
1584,#37,2,4,4,UINT32,100
1586,#37,2,4,4,INT32,1
1588,#37,2,4,2,UINT16,100
1589,#37,2,4,2,INT16,100
1590,#37,2,4,2,UINT16,100
1591,#37,2,4,2,UINT16,1
1592,#37,3,4,4,UINT32,100
1594,#37,3,4,4,INT32,1
1596,#37,3,4,2,UINT16,100
1597,#37,3,4,2,INT16,100
1598,#37,3,4,2,UINT16,100
1599,#37,3,4,2,UINT16,1
1600,#38,total,4,2,UINT16,1
1601,#38,total,4,2,UINT16,
1602,#38,total,4,4,UINT32,100
1604,#38,total,4,4,INT32,1
1606,#38,total,4,4,INT32,1
1608,#38,total,4,4,UINT32,1
1610,#38,total,4,2,INT16,100
1611,#38,total,4,2,,
1612,#38,total,4,2,UINT16,100
1613,#38,total,4,2,UINT16,100
1614,#38,total,4,4,UINT16,100
1616,#38,1,4,4,UINT32,100
1618,#38,1,4,4,INT32,1
1620,#38,1,4,2,UINT16,100
1621,#38,1,4,2,INT16,100
1622,#38,1,4,2,UINT16,100
1623,#38,1,4,2,UINT16,1
1624,#38,2,4,4,UINT32,100
1626,#38,2,4,4,INT32,1
1628,#38,2,4,2,UINT16,100
1629,#38,2,4,2,INT16,100
1630,#38,2,4,2,UINT16,100
1631,#38,2,4,2,UINT16,1
1632,#38,3,4,4,UINT32,100
1634,#38,3,4,4,INT32,1
1636,#38,3,4,2,UINT16,100
1637,#38,3,4,2,INT16,100
1638,#38,3,4,2,UINT16,100
1639,#38,3,4,2,UINT16,1
1640,#39,total,4,2,UINT16,1
1641,#39,total,4,2,UINT16,
1642,#39,total,4,4,UINT32,100
1644,#39,total,4,4,INT32,1
1646,#39,total,4,4,INT32,1
1648,#39,total,4,4,UINT32,1
1650,#39,total,4,2,INT16,100
1651,#39,total,4,2,,
1652,#39,total,4,2,UINT16,100
1653,#39,total,4,2,UINT16,100
1654,#39,total,4,4,UINT16,100
1656,#39,1,4,4,UINT32,100
1658,#39,1,4,4,INT32,1
1660,#39,1,4,2,UINT16,100
1661,#39,1,4,2,INT16,100
1662,#39,1,4,2,UINT16,100
1663,#39,1,4,2,UINT16,1
1664,#39,2,4,4,UINT32,100
1666,#39,2,4,4,INT32,1
1668,#39,2,4,2,UINT16,100
1669,#39,2,4,2,INT16,100
1670,#39,2,4,2,UINT16,100
1671,#39,2,4,2,UINT16,1
1672,#39,3,4,4,UINT32,100
1674,#39,3,4,4,INT32,1
1676,#39,3,4,2,UINT16,100
1677,#39,3,4,2,INT16,100
1678,#39,3,4,2,UINT16,100
1679,#39,3,4,2,UINT16,1
1680,#40,total,4,2,UINT16,1
1681,#40,total,4,2,UINT16,
1682,#40,total,4,4,UINT32,100
1684,#40,total,4,4,INT32,1
1686,#40,total,4,4,INT32,1
1688,#40,total,4,4,UINT32,1
1690,#40,total,4,2,INT16,100
1691,#40,total,4,2,,
1692,#40,total,4,2,UINT16,100
1693,#40,total,4,2,UINT16,100
1694,#40,total,4,4,UINT16,100
1696,#40,1,4,4,UINT32,100
1698,#40,1,4,4,INT32,1
1700,#40,1,4,2,UINT16,100
1701,#40,1,4,2,INT16,100
1702,#40,1,4,2,UINT16,100
1703,#40,1,4,2,UINT16,1
1704,#40,2,4,4,UINT32,100
1706,#40,2,4,4,INT32,1
1708,#40,2,4,2,UINT16,100
1709,#40,2,4,2,INT16,100
1710,#40,2,4,2,UINT16,100
1711,#40,2,4,2,UINT16,1
1712,#40,3,4,4,UINT32,100
1714,#40,3,4,4,INT32,1
1716,#40,3,4,2,UINT16,100
1717,#40,3,4,2,INT16,100
1718,#40,3,4,2,UINT16,100
1719,#40,3,4,2,UINT16,1
1720,#41,total,4,2,UINT16,1
1721,#41,total,4,2,UINT16,
1722,#41,total,4,4,UINT32,100
1724,#41,total,4,4,INT32,1
1726,#41,total,4,4,INT32,1
1728,#41,total,4,4,UINT32,1
1730,#41,total,4,2,INT16,100
1731,#41,total,4,2,,
1732,#41,total,4,2,UINT16,100
1733,#41,total,4,2,UINT16,100
1734,#41,total,4,4,UINT16,100
1736,#41,1,4,4,UINT32,100
1738,#41,1,4,4,INT32,1
1740,#41,1,4,2,UINT16,100
1741,#41,1,4,2,INT16,100
1742,#41,1,4,2,UINT16,100
1743,#41,1,4,2,UINT16,1
1744,#41,2,4,4,UINT32,100
1746,#41,2,4,4,INT32,1
1748,#41,2,4,2,UINT16,100
1749,#41,2,4,2,INT16,100
1750,#41,2,4,2,UINT16,100
1751,#41,2,4,2,UINT16,1
1752,#41,3,4,4,UINT32,100
1754,#41,3,4,4,INT32,1
1756,#41,3,4,2,UINT16,100
1757,#41,3,4,2,INT16,100
1758,#41,3,4,2,UINT16,100
1759,#41,3,4,2,UINT16,1
1760,#42,total,4,2,UINT16,1
1761,#42,total,4,2,UINT16,
1762,#42,total,4,4,UINT32,100
1764,#42,total,4,4,INT32,1
1766,#42,total,4,4,INT32,1
1768,#42,total,4,4,UINT32,1
1770,#42,total,4,2,INT16,100
1771,#42,total,4,2,,
1772,#42,total,4,2,UINT16,100
1773,#42,total,4,2,UINT16,100
1774,#42,total,4,4,UINT16,100
1776,#42,1,4,4,UINT32,100
1778,#42,1,4,4,INT32,1
1780,#42,1,4,2,UINT16,100
1781,#42,1,4,2,INT16,100
1782,#42,1,4,2,UINT16,100
1783,#42,1,4,2,UINT16,1
1784,#42,2,4,4,UINT32,100
1786,#42,2,4,4,INT32,1
1788,#42,2,4,2,UINT16,100
1789,#42,2,4,2,INT16,100
1790,#42,2,4,2,UINT16,100
1791,#42,2,4,2,UINT16,1
1792,#42,3,4,4,UINT32,100
1794,#42,3,4,4,INT32,1
1796,#42,3,4,2,UINT16,100
1797,#42,3,4,2,INT16,100
1798,#42,3,4,2,UINT16,100
1799,#42,3,4,2,UINT16,1
1800,#43,total,4,2,UINT16,1
1801,#43,total,4,2,UINT16,
1802,#43,total,4,4,UINT32,100
1804,#43,total,4,4,INT32,1
1806,#43,total,4,4,INT32,1
1808,#43,total,4,4,UINT32,1
1810,#43,total,4,2,INT16,100
1811,#43,total,4,2,,
1812,#43,total,4,2,UINT16,100
1813,#43,total,4,2,UINT16,100
1814,#43,total,4,4,UINT16,100
1816,#43,1,4,4,UINT32,100
1818,#43,1,4,4,INT32,1
1820,#43,1,4,2,UINT16,100
1821,#43,1,4,2,INT16,100
1822,#43,1,4,2,UINT16,100
1823,#43,1,4,2,UINT16,1
1824,#43,2,4,4,UINT32,100
1826,#43,2,4,4,INT32,1
1828,#43,2,4,2,UINT16,100
1829,#43,2,4,2,INT16,100
1830,#43,2,4,2,UINT16,100
1831,#43,2,4,2,UINT16,1
1832,#43,3,4,4,UINT32,100
1834,#43,3,4,4,INT32,1
1836,#43,3,4,2,UINT16,100
1837,#43,3,4,2,INT16,100
1838,#43,3,4,2,UINT16,100
1839,#43,3,4,2,UINT16,1
1840,#44,total,4,2,UINT16,1
1841,#44,total,4,2,UINT16,
1842,#44,total,4,4,UINT32,100
1844,#44,total,4,4,INT32,1
1846,#44,total,4,4,INT32,1
1848,#44,total,4,4,UINT32,1
1850,#44,total,4,2,INT16,100
1851,#44,total,4,2,,
1852,#44,total,4,2,UINT16,100
1853,#44,total,4,2,UINT16,100
1854,#44,total,4,4,UINT16,100
1856,#44,1,4,4,UINT32,100
1858,#44,1,4,4,INT32,1
1860,#44,1,4,2,UINT16,100
1861,#44,1,4,2,INT16,100
1862,#44,1,4,2,UINT16,100
1863,#44,1,4,2,UINT16,1
1864,#44,2,4,4,UINT32,100
1866,#44,2,4,4,INT32,1
1868,#44,2,4,2,UINT16,100
1869,#44,2,4,2,INT16,100
1870,#44,2,4,2,UINT16,100
1871,#44,2,4,2,UINT16,1
1872,#44,3,4,4,UINT32,100
1874,#44,3,4,4,INT32,1
1876,#44,3,4,2,UINT16,100
1877,#44,3,4,2,INT16,100
1878,#44,3,4,2,UINT16,100
1879,#44,3,4,2,UINT16,1
1880,#45,total,4,2,UINT16,1
1881,#45,total,4,2,UINT16,
1882,#45,total,4,4,UINT32,100
1884,#45,total,4,4,INT32,1
1886,#45,total,4,4,INT32,1
1888,#45,total,4,4,UINT32,1
1890,#45,total,4,2,INT16,100
1891,#45,total,4,2,,
1892,#45,total,4,2,UINT16,100
1893,#45,total,4,2,UINT16,100
1894,#45,total,4,4,UINT16,100
1896,#45,1,4,4,UINT32,100
1898,#45,1,4,4,INT32,1
1900,#45,1,4,2,UINT16,100
1901,#45,1,4,2,INT16,100
1902,#45,1,4,2,UINT16,100
1903,#45,1,4,2,UINT16,1
1904,#45,2,4,4,UINT32,100
1906,#45,2,4,4,INT32,1
1908,#45,2,4,2,UINT16,100
1909,#45,2,4,2,INT16,100
1910,#45,2,4,2,UINT16,100
1911,#45,2,4,2,UINT16,1
1912,#45,3,4,4,UINT32,100
1914,#45,3,4,4,INT32,1
1916,#45,3,4,2,UINT16,100
1917,#45,3,4,2,INT16,100
1918,#45,3,4,2,UINT16,100
1919,#45,3,4,2,UINT16,1
1920,#46,total,4,2,UINT16,1
1921,#46,total,4,2,UINT16,
1922,#46,total,4,4,UINT32,100
1924,#46,total,4,4,INT32,1
1926,#46,total,4,4,INT32,1
1928,#46,total,4,4,UINT32,1
1930,#46,total,4,2,INT16,100
1931,#46,total,4,2,,
1932,#46,total,4,2,UINT16,100
1933,#46,total,4,2,UINT16,100
1934,#46,total,4,4,UINT16,100
1936,#46,1,4,4,UINT32,100
1938,#46,1,4,4,INT32,1
1940,#46,1,4,2,UINT16,100
1941,#46,1,4,2,INT16,100
1942,#46,1,4,2,UINT16,100
1943,#46,1,4,2,UINT16,1
1944,#46,2,4,4,UINT32,100
1946,#46,2,4,4,INT32,1
1948,#46,2,4,2,UINT16,100
1949,#46,2,4,2,INT16,100
1950,#46,2,4,2,UINT16,100
1951,#46,2,4,2,UINT16,1
1952,#46,3,4,4,UINT32,100
1954,#46,3,4,4,INT32,1
1956,#46,3,4,2,UINT16,100
1957,#46,3,4,2,INT16,100
1958,#46,3,4,2,UINT16,100
1959,#46,3,4,2,UINT16,1
1960,#47,total,4,2,UINT16,1
1961,#47,total,4,2,UINT16,
1962,#47,total,4,4,UINT32,100
1964,#47,total,4,4,INT32,1
1966,#47,total,4,4,INT32,1
1968,#47,total,4,4,UINT32,1
1970,#47,total,4,2,INT16,100
1971,#47,total,4,2,,
1972,#47,total,4,2,UINT16,100
1973,#47,total,4,2,UINT16,100
1974,#47,total,4,4,UINT16,100
1976,#47,1,4,4,UINT32,100
1978,#47,1,4,4,INT32,1
1980,#47,1,4,2,UINT16,100
1981,#47,1,4,2,INT16,100
1982,#47,1,4,2,UINT16,100
1983,#47,1,4,2,UINT16,1
1984,#47,2,4,4,UINT32,100
1986,#47,2,4,4,INT32,1
1988,#47,2,4,2,UINT16,100
1989,#47,2,4,2,INT16,100
1990,#47,2,4,2,UINT16,100
1991,#47,2,4,2,UINT16,1
1992,#47,3,4,4,UINT32,100
1994,#47,3,4,4,INT32,1
1996,#47,3,4,2,UINT16,100
1997,#47,3,4,2,INT16,100
1998,#47,3,4,2,UINT16,100
1999,#47,3,4,2,UINT16,1
2000,#48,total,4,2,UINT16,1
2001,#48,total,4,2,UINT16,
2002,#48,total,4,4,UINT32,100
2004,#48,total,4,4,INT32,1
2006,#48,total,4,4,INT32,1
2008,#48,total,4,4,UINT32,1
2010,#48,total,4,2,INT16,100
2011,#48,total,4,2,,
2012,#48,total,4,2,UINT16,100
2013,#48,total,4,2,UINT16,100
2014,#48,total,4,4,UINT16,100
2016,#48,1,4,4,UINT32,100
2018,#48,1,4,4,INT32,1
2020,#48,1,4,2,UINT16,100
2021,#48,1,4,2,INT16,100
2022,#48,1,4,2,UINT16,100
2023,#48,1,4,2,UINT16,1
2024,#48,2,4,4,UINT32,100
2026,#48,2,4,4,INT32,1
2028,#48,2,4,2,UINT16,100
2029,#48,2,4,2,INT16,100
2030,#48,2,4,2,UINT16,100
2031,#48,2,4,2,UINT16,1
2032,#48,3,4,4,UINT32,100
2034,#48,3,4,4,INT32,1
2036,#48,3,4,2,UINT16,100
2037,#48,3,4,2,INT16,100
2038,#48,3,4,2,UINT16,100
2039,#48,3,4,2,UINT16,1
2040,#49,total,4,2,UINT16,1
2041,#49,total,4,2,UINT16,
2042,#49,total,4,4,UINT32,100
2044,#49,total,4,4,INT32,1
2046,#49,total,4,4,INT32,1
2048,#49,total,4,4,UINT32,1
2050,#49,total,4,2,INT16,100
2051,#49,total,4,2,,
2052,#49,total,4,2,UINT16,100
2053,#49,total,4,2,UINT16,100
2054,#49,total,4,4,UINT16,100
2056,#49,1,4,4,UINT32,100
2058,#49,1,4,4,INT32,1
2060,#49,1,4,2,UINT16,100
2061,#49,1,4,2,INT16,100
2062,#49,1,4,2,UINT16,100
2063,#49,1,4,2,UINT16,1
2064,#49,2,4,4,UINT32,100
2066,#49,2,4,4,INT32,1
2068,#49,2,4,2,UINT16,100
2069,#49,2,4,2,INT16,100
2070,#49,2,4,2,UINT16,100
2071,#49,2,4,2,UINT16,1
2072,#49,3,4,4,UINT32,100
2074,#49,3,4,4,INT32,1
2076,#49,3,4,2,UINT16,100
2077,#49,3,4,2,INT16,100
2078,#49,3,4,2,UINT16,100
2079,#49,3,4,2,UINT16,1
2080,#50,total,4,2,UINT16,1
2081,#50,total,4,2,UINT16,
2082,#50,total,4,4,UINT32,100
2084,#50,total,4,4,INT32,1
2086,#50,total,4,4,INT32,1
2088,#50,total,4,4,UINT32,1
2090,#50,total,4,2,INT16,100
2091,#50,total,4,2,,
2092,#50,total,4,2,UINT16,100
2093,#50,total,4,2,UINT16,100
2094,#50,total,4,4,UINT16,100
2096,#50,1,4,4,UINT32,100
2098,#50,1,4,4,INT32,1
2100,#50,1,4,2,UINT16,100
2101,#50,1,4,2,INT16,100
2102,#50,1,4,2,UINT16,100
2103,#50,1,4,2,UINT16,1
2104,#50,2,4,4,UINT32,100
2106,#50,2,4,4,INT32,1
2108,#50,2,4,2,UINT16,100
2109,#50,2,4,2,INT16,100
2110,#50,2,4,2,UINT16,100
2111,#50,2,4,2,UINT16,1
2112,#50,3,4,4,UINT32,100
2114,#50,3,4,4,INT32,1
2116,#50,3,4,2,UINT16,100
2117,#50,3,4,2,INT16,100
2118,#50,3,4,2,UINT16,100
2119,#50,3,4,2,UINT16,1
2120,#51,total,4,2,UINT16,1
2121,#51,total,4,2,UINT16,
2122,#51,total,4,4,UINT32,100
2124,#51,total,4,4,INT32,1
2126,#51,total,4,4,INT32,1
2128,#51,total,4,4,UINT32,1
